id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
32049,1.006835,tcp,http,FIN,12,18,1580,10168,28.803131,31,29,11513.30664,76310.42188,3,5,91.500092,59.192293,9530.049432,7676.631235,255,3141547155,997308415,255,0.000699,0.000561,0.000138,132,565,1,3924,1,0,1,1,1,1,0,0,1,1,1,0,Normal,0
101771,0.701699,tcp,-,CON,6,2,986,86,9.975787,62,252,9371.539062,490.238678,2,1,140.3398,0.006,8676.741129,0.0,255,3807832392,2308134136,255,0.606128,0.143731,0.462397,164,43,0,0,5,3,2,2,1,5,0,0,0,2,5,0,Normal,0
35632,0.045936,tcp,-,FIN,60,62,3598,48710,2634.09964,31,29,616335.75,8346395.0,7,24,0.786724,0.743541,52.386597,50.794884,255,2411426628,2408117186,255,0.000699,0.000573,0.000126,60,786,0,0,7,0,1,1,1,1,0,0,0,1,3,0,Normal,0
2527,0.024909,tcp,-,FIN,64,66,3806,51808,5178.850842,31,29,1203420.375,16387329.0,7,26,0.39671,0.374046,21.169506,20.770207,255,3371774599,1222495068,255,0.000729,0.000587,0.000142,59,785,0,0,14,0,5,1,1,2,0,0,0,4,6,0,Normal,0
7547,0.001082,udp,dns,CON,2,2,146,178,2772.643321,31,29,539741.25,658040.6875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,4,2,2,2,0,0,0,2,3,0,Normal,0
19482,0.198359,tcp,-,FIN,48,50,2958,33044,489.012352,31,29,116838.6641,1306076.375,7,18,4.21217,4.026551,0.0,222.839754,255,1818315398,4036900848,255,0.001179,0.001055,0.000124,62,661,0,0,5,0,2,1,1,1,0,0,0,1,5,0,Normal,0
46404,4e-06,udp,-,INT,2,0,186,0,250000.0006,254,0,186000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,93,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,Normal,0
585,3.277369,tcp,-,FIN,28,30,4256,3080,17.391999,31,29,10017.79199,7269.245605,7,7,121.370256,112.994586,6420.983712,159.955641,255,1877036063,4113719644,255,0.000692,0.000525,0.000167,152,103,0,0,4,0,2,1,1,2,0,0,0,5,6,0,Normal,0
21666,0.024832,tcp,-,FIN,60,62,3614,50036,4872.745023,31,29,1144974.25,15859859.0,7,24,0.422724,0.403967,22.459306,21.881837,255,1653803342,3803695526,255,0.000726,0.000585,0.000141,60,807,0,0,12,0,5,1,1,2,0,0,0,3,9,0,Normal,0
12257,0.89554,tcp,ftp-data,FIN,14,6,8928,320,21.216249,31,29,74064.8125,2385.153076,4,1,68.887691,178.738406,5594.374263,223.042594,255,134228813,3711213599,255,0.001701,0.001573,0.000128,638,53,0,0,3,0,4,1,1,4,0,0,0,2,3,0,Normal,0
11082,0.002891,tcp,ftp-data,FIN,6,8,320,1826,4496.714104,31,29,738844.6875,4421999.5,1,2,0.5148,0.336143,28.471877,0.542052,255,621195327,2774671430,255,0.000657,0.000534,0.000123,53,228,0,0,3,0,6,1,1,4,0,0,0,5,6,0,Normal,0
4319,0.017947,tcp,-,FIN,16,18,1540,1644,1838.747472,31,29,643673.0625,692260.5625,4,4,1.1766,1.029294,71.894574,2.212086,255,3305399643,1163938978,255,0.000564,0.000444,0.00012,96,91,0,0,17,0,2,7,1,3,0,0,0,12,5,0,Normal,0
115346,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.616,0.0,15.492013,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
8369,0.015904,tcp,-,FIN,48,50,2974,30506,6099.094556,31,29,1465291.75,15038229.0,7,18,0.338826,0.318958,18.756368,18.001786,255,1503503884,1503816543,255,0.000722,0.000585,0.000137,62,610,0,0,5,0,4,1,1,1,0,0,0,2,8,0,Normal,0
44378,0.88704,tcp,-,FIN,10,6,550,268,16.910173,254,252,4464.285645,2020.202026,2,1,101.560627,157.863594,4798.647282,231.839828,255,1660985740,2092949872,255,0.288482,0.097712,0.19077,55,45,0,0,6,1,2,2,1,7,0,0,0,2,6,0,Normal,0
1192,0.494848,tcp,-,FIN,16,18,1540,1644,66.687143,31,29,23344.54102,25106.69922,4,4,32.966867,29.080824,2156.574515,60.385434,255,749558053,820000983,255,0.00062,0.000468,0.000152,96,91,0,0,12,0,5,10,1,5,0,0,0,12,5,0,Normal,0
43571,0.984175,tcp,-,FIN,10,6,988,268,15.241191,254,252,7234.485352,1820.814331,2,1,109.246889,177.133203,5701.797439,301.199281,255,3250356734,3525764141,255,0.181911,0.098505,0.083406,99,45,0,0,2,1,1,1,1,2,0,0,0,1,2,0,Normal,0
32857,0.00112,udp,dns,CON,2,2,146,178,2678.571357,31,29,521428.5625,635714.25,0,0,0.008,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,2,1,2,0,0,0,4,2,0,Normal,0
11645,0.015868,tcp,-,FIN,48,50,2974,30506,6112.931422,31,29,1468616.0,15072346.0,7,18,0.330745,0.317771,19.088383,18.360089,255,2086215088,2086526098,255,0.00075,0.000606,0.000144,62,610,0,0,6,0,2,1,1,2,0,0,0,9,2,0,Normal,0
35921,4.377072,tcp,-,FIN,232,438,13350,548216,152.841905,31,29,24295.69531,999691.125,21,197,19.026238,10.013741,5650.457603,4102.461463,255,1464434330,3641325975,255,0.001227,0.001058,0.000169,58,1252,0,0,11,0,1,1,1,3,0,0,0,3,4,0,Normal,0
11826,0.006082,tcp,ftp-data,FIN,14,6,8928,320,3123.972269,31,29,10905623.0,351200.25,4,1,0.467846,1.0952,27.247558,1.898801,255,1558739294,1570242270,255,0.000613,0.000483,0.00013,638,53,0,0,3,0,5,1,1,4,0,0,0,5,3,0,Normal,0
13442,0.001065,udp,dns,CON,2,2,130,162,2816.901513,31,29,488262.9375,608450.75,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,4,2,1,2,0,0,0,3,2,0,Normal,0
8332,0.12319,udp,-,CON,4,4,568,304,56.822794,31,29,27664.58398,14806.39648,0,0,36.007668,23.61,50.910508,33.377563,0,0,0,0,0.0,0.0,0.0,142,76,0,0,10,0,6,1,1,4,0,0,0,3,10,0,Normal,0
91238,8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,6,1,1,11,0,0,0,4,12,0,Normal,0
17077,0.318909,tcp,-,FIN,28,28,4456,2976,172.462997,31,29,107792.5078,71995.46094,7,7,11.799926,11.791777,695.8973,18.339801,255,1302957113,1306039102,255,0.000661,0.000528,0.000133,159,106,0,0,6,0,4,1,1,3,0,0,0,3,6,0,Normal,0
27739,0.801785,tcp,-,FIN,122,126,7820,15736,308.062638,31,29,77387.32813,155772.4375,30,32,6.678625,6.410072,429.820443,423.528647,255,1827629643,3973977587,255,0.000619,0.0005,0.000119,64,125,0,0,8,0,2,1,1,1,0,0,0,3,6,0,Normal,0
20598,1e-05,udp,-,INT,2,0,1512,0,100000.0025,254,0,604800000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,756,0,0,0,4,2,4,4,1,4,0,0,0,4,4,0,Normal,0
16196,0.098979,tcp,-,FIN,90,92,5174,83812,1828.670797,31,29,413582.6875,6700492.5,7,39,1.108674,1.080747,68.972208,68.11039,255,232166569,2382055925,255,0.000775,0.000622,0.000153,57,911,0,0,6,0,8,1,1,2,0,0,0,5,10,0,Normal,0
25023,0.007024,tcp,-,FIN,24,24,2158,2478,6691.344027,31,29,2356492.0,2705011.5,6,6,0.303318,0.291455,19.612523,0.404157,255,1381810358,3527500622,255,0.000742,0.000602,0.00014,90,103,0,0,5,0,4,1,1,1,0,0,0,1,7,0,Normal,0
37354,0.223659,tcp,ftp-data,FIN,14,6,8928,320,84.950753,31,29,296558.5938,9550.25293,4,1,17.204539,55.75225,1584.304246,71.843875,255,1981588015,132293167,255,0.000626,0.000494,0.000132,638,53,0,0,3,0,9,1,1,4,0,0,0,5,3,0,Normal,0
1749,24.799643,tcp,-,FIN,64,66,3806,51808,5.201688,31,29,1208.727051,16459.5918,7,26,393.639478,387.484039,65801.45858,65492.59478,255,1934450095,4084392086,255,0.000968,0.000659,0.000309,59,785,0,0,2,0,8,1,1,2,0,0,0,4,5,0,Normal,0
20143,0.024376,tcp,-,FIN,48,50,2958,33044,3979.324032,31,29,950771.25,10628159.0,7,18,0.511234,0.486551,31.06626,28.794108,255,393414127,2565582673,255,0.000643,0.000531,0.000112,62,661,0,0,12,0,2,1,1,1,0,0,0,6,6,0,Normal,0
43470,3e-06,udp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,6,2,3,1,1,4,0,0,0,1,13,0,Normal,0
102314,0.150009,tcp,-,CON,6,2,986,86,46.663865,62,252,43837.36719,2293.195557,2,1,30.0018,0.008,1665.676752,0.0,255,2813708206,3490054566,255,0.111241,0.071063,0.040178,164,43,0,0,11,3,3,3,1,11,0,0,0,3,11,0,Normal,0
34648,0.038001,tcp,-,FIN,60,62,3598,48710,3184.12666,31,29,745033.0,10089208.0,7,24,0.637763,0.62425,38.298235,37.327852,255,676291030,2826155972,255,0.000664,0.000538,0.000126,60,786,0,0,8,0,6,1,1,6,0,0,0,6,12,0,Normal,0
7778,0.036917,tcp,-,FIN,22,14,1470,1728,948.072678,31,29,304250.0625,347807.2188,5,4,1.757952,2.785539,221.192301,8.734871,255,4166045675,2020962442,255,0.000704,0.000582,0.000122,67,123,0,0,5,0,4,1,1,3,0,0,0,3,6,0,Normal,0
30874,1.098881,tcp,http,FIN,14,18,1684,10168,28.210516,31,29,11386.12793,69918.39844,3,5,84.502613,64.611294,8803.731659,7708.993784,255,3405611250,3402408077,255,0.000632,0.000485,0.000147,120,565,1,3924,2,0,8,1,1,4,0,0,1,4,5,0,Normal,0
75721,1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,6,2,2,2,2,5,0,0,0,2,5,0,Normal,0
26621,0.044601,tcp,-,FIN,72,74,4238,63516,3251.048121,31,29,749758.9375,11238851.0,7,30,0.632571,0.611806,36.578949,35.259738,255,2312884121,167784259,255,0.000667,0.000542,0.000125,59,858,0,0,1,0,3,1,1,1,0,0,0,1,2,0,Normal,0
22254,0.005557,tcp,-,FIN,22,24,2054,2478,8097.894298,31,29,2823106.0,3419111.0,6,6,0.248429,0.215348,15.229422,12.938013,255,323868636,2473758081,255,0.000717,0.000595,0.000122,93,103,0,0,4,0,1,1,1,1,0,0,0,1,5,0,Normal,0
31555,4.960466,tcp,-,FIN,240,438,13766,548216,136.479116,31,29,22109.21289,882118.75,21,197,20.75369,11.350121,6758.899847,5013.932449,255,2279926140,137462211,255,0.000582,0.00046,0.000122,57,1252,0,0,7,0,2,1,1,3,0,0,0,2,7,0,Normal,0
17222,0.000949,udp,dns,CON,2,2,146,178,3161.222311,31,29,615384.625,750263.4375,0,0,0.005,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,1,0,0,0,1,1,0,Normal,0
32484,0.017848,tcp,-,FIN,48,50,2958,32642,5434.78263,31,29,1298520.875,14338862.0,7,18,0.373064,0.353286,0.0,20.922109,255,75507241,2236189660,255,0.000672,0.000534,0.000138,62,653,0,0,5,0,6,1,1,1,0,0,0,3,8,0,Normal,0
26439,0.095994,tcp,-,FIN,72,74,4238,63516,1510.511025,31,29,348355.0938,5221826.0,7,30,1.3667,1.307041,78.107772,76.417253,255,3471782619,1322491890,255,0.000689,0.000571,0.000118,59,858,0,0,4,0,2,1,1,1,0,0,0,3,5,0,Normal,0
21388,0.031158,tcp,-,FIN,72,74,4238,63516,4653.70046,31,29,1073239.625,16087810.0,7,30,0.440671,0.419137,23.190213,22.906345,255,2059097819,4204771838,255,0.000686,0.000551,0.000135,59,858,0,0,5,0,3,1,1,1,0,0,0,6,5,0,Normal,0
20467,0.001125,udp,dns,CON,2,2,146,178,2666.666781,31,29,519111.125,632888.9375,0,0,0.001,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,4,1,1,2,0,0,0,2,1,0,Normal,0
37241,0.000989,udp,dns,CON,2,2,130,162,3033.367149,31,29,525783.625,655207.3125,0,0,0.001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,3,1,1,2,0,0,0,5,2,0,Normal,0
44256,0.497009,tcp,-,FIN,10,6,534,268,30.180539,254,252,7742.314453,3605.568359,2,1,49.889889,82.081602,2599.637746,121.598313,255,2234155743,844881047,255,0.160699,0.086598,0.074101,53,45,0,0,4,1,1,1,1,3,0,0,0,1,3,0,Normal,0
11592,0.001141,udp,dns,CON,2,2,130,162,2629.272667,31,29,455740.5938,567922.875,0,0,0.008,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,4,1,1,2,0,0,0,2,1,0,Normal,0
41654,0.688899,tcp,-,FIN,10,8,534,354,24.677058,254,252,5585.724609,3599.947266,2,1,73.597111,88.861141,4687.799441,135.827359,255,1762454850,379297830,255,0.142266,0.066866,0.0754,53,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
17325,0.345453,tcp,ftp-data,FIN,14,6,8928,320,55.000247,31,29,192002.9688,6183.185547,4,1,26.573308,68.970398,2127.302339,85.49375,255,1675476114,2486911829,255,0.000606,0.000484,0.000122,638,53,0,0,6,0,7,1,1,4,0,0,0,5,3,0,Normal,0
30646,0.128925,tcp,-,FIN,50,52,3848,19084,783.401229,31,29,234058.5625,1161419.5,11,15,2.623898,2.56546,242.515027,240.881013,255,3076383107,931323052,255,0.00079,0.000642,0.000148,77,367,0,0,4,0,2,1,1,1,0,0,0,4,3,0,Normal,0
25398,0.22337,tcp,ftp-data,FIN,8,12,424,8824,85.060661,31,29,13287.37109,289707.6563,1,4,31.864858,20.256181,2169.09705,1725.249768,255,1484528865,4129778455,255,0.000689,0.000546,0.000143,53,735,0,0,3,0,6,1,1,4,0,0,0,5,3,0,Normal,0
45987,10.975326,tcp,-,REQ,8,0,360,0,0.637794,254,0,229.605942,0.0,7,0,1567.90375,0.0,3040.6615,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,10,1,1,28,0,0,0,10,27,0,Normal,0
43078,5e-06,udp,-,INT,2,0,78,0,200000.0051,254,0,62400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,4,2,1,1,1,3,0,0,0,2,3,0,Normal,0
110819,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.696,0.0,10.954515,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
1998,0.001058,udp,dns,CON,2,2,132,164,2835.538689,31,29,499054.8125,620037.8125,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,2,2,1,1,0,0,0,16,2,0,Normal,0
25820,0.078151,udp,-,CON,4,4,520,304,89.570188,31,29,39922.71094,23339.43164,0,0,12.307,16.029,17.39624,22.662064,0,0,0,0,0.0,0.0,0.0,130,76,0,0,9,0,5,1,1,4,0,0,0,3,11,0,Normal,0
19905,0.025808,tcp,-,FIN,48,50,2958,32642,3758.524623,31,29,898016.125,9916305.0,7,18,0.542298,0.51349,36.697118,33.081702,255,4241250805,2116027775,255,0.000767,0.000644,0.000123,62,653,0,0,8,0,2,1,1,4,0,0,0,3,8,0,Normal,0
88623,0.810972,tcp,-,FIN,10,8,534,354,20.9625,254,252,4744.92334,3058.058838,2,1,87.761111,99.943289,4604.465272,194.318297,255,929898252,3793593327,255,0.193411,0.111367,0.082044,53,44,0,0,7,1,1,1,1,3,0,0,0,2,3,0,Normal,0
6249,0.001703,udp,-,CON,4,4,536,304,4110.393314,31,29,1888432.125,1071051.0,0,0,0.443667,0.199333,0.620368,0.276247,0,0,0,0,0.0,0.0,0.0,134,76,0,0,4,0,5,1,1,4,0,0,0,5,8,0,Normal,0
43665,2e-06,udp,-,INT,2,0,104,0,500000.0013,254,0,208000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,2,0,0,0,1,2,0,Normal,0
1860,0.033874,tcp,-,FIN,78,80,4550,72810,4634.822983,31,29,1060872.625,16980574.0,7,33,0.43587,0.421418,22.901107,22.310617,255,4157516340,2012438209,255,0.000693,0.000573,0.00012,58,910,0,0,5,0,1,1,1,1,0,0,0,5,2,0,Normal,0
22953,0.001021,udp,dns,CON,2,2,130,162,2938.295862,31,29,509304.625,634671.875,0,0,0.008,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,1,1,6,0,0,0,1,3,0,Normal,0
40004,3.415787,tcp,ssh,FIN,230,238,24344,29556,136.718127,31,29,56769.34766,68931.69531,54,67,14.9161,14.407422,1141.623737,1123.539984,255,1340049482,1340354252,255,0.001251,0.001104,0.000147,106,124,0,0,1,0,4,1,1,1,0,0,0,4,1,0,Normal,0
74971,7e-06,udp,-,INT,2,0,104,0,142857.1409,254,0,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,6,2,1,1,1,5,0,0,0,1,5,0,Normal,0
1492,20.227507,tcp,http,FIN,12,18,1580,10168,1.433691,31,29,573.080994,3798.39209,3,5,1838.832045,1189.819287,147143.6423,118430.3957,255,566976826,568076811,255,0.000724,0.000572,0.000152,132,565,1,3924,3,0,4,1,1,2,0,0,1,4,2,0,Normal,0
5173,0.028934,tcp,-,FIN,22,14,1470,1728,1209.649545,31,29,388193.8125,443768.5625,5,4,1.4467,2.172077,168.153792,6.499102,255,1158208876,3308081871,255,0.000713,0.000574,0.000139,67,123,0,0,6,0,2,1,1,1,0,0,0,1,3,0,Normal,0
106449,2.162562,tcp,-,FIN,34,10,35386,440,19.883824,254,252,127056.7109,1464.929199,14,1,65.53218,223.935781,8174.1553,484.399281,255,3735078945,3611020433,255,0.205888,0.146394,0.059494,1041,44,0,0,4,1,1,1,1,3,0,0,0,2,3,0,Normal,0
13103,1.179866,tcp,-,FIN,122,126,7818,15800,209.345815,31,29,52575.46484,106283.2578,30,32,9.829358,9.434664,609.061984,599.417826,255,3607694198,1463312197,255,0.000653,0.00053,0.000123,64,125,0,0,2,0,2,1,1,2,0,0,0,3,3,0,Normal,0
17419,0.010923,tcp,-,FIN,34,36,2230,13500,6316.945864,31,29,1585645.0,9612744.0,7,11,0.321455,0.302824,20.822823,19.826522,255,680500947,680812187,255,0.00075,0.000618,0.000132,66,375,0,0,5,0,4,1,1,2,0,0,0,3,7,0,Normal,0
2474,0.025959,tcp,-,FIN,64,66,3806,51808,4969.374785,31,29,1154744.0,15724489.0,7,26,0.412871,0.390262,22.52051,21.862348,255,622195703,622509389,255,0.00073,0.000583,0.000147,59,785,0,0,6,0,1,1,1,2,0,0,0,4,4,0,Normal,0
4288,0.015868,tcp,-,FIN,48,50,2974,30506,6112.931422,31,29,1468616.0,15072346.0,7,18,0.338239,0.311408,18.540372,18.70556,255,2132914710,4278600376,255,0.000752,0.000601,0.000151,62,610,0,0,10,0,3,1,1,4,0,0,0,4,13,0,Normal,0
14993,1.013838,tcp,-,FIN,122,126,7814,16912,243.628654,31,29,61153.75,132391.9531,30,32,8.445783,8.10648,565.201866,556.288454,255,2052036868,2053020404,255,0.000651,0.000524,0.000127,64,134,0,0,4,0,3,1,1,1,0,0,0,8,4,0,Normal,0
43400,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,1,1,1,2,0,0,0,1,2,0,Normal,0
43256,0.916549,tcp,-,FIN,10,6,2322,268,16.365737,254,252,18242.3418,1955.160034,2,1,101.736444,141.729406,5286.189825,249.745453,255,2372744666,2222325668,255,0.303541,0.207894,0.095647,232,45,0,0,12,1,1,1,1,6,0,0,0,1,6,0,Normal,0
44116,1.07417,tcp,-,FIN,12,8,4658,354,17.688076,254,252,31801.29883,2308.759277,3,1,95.054184,135.875422,6345.089139,193.811156,255,2331041291,2100444746,255,0.22407,0.12304,0.10103,388,44,0,0,2,1,2,1,1,2,0,0,0,1,4,0,Normal,0
18706,0.797674,tcp,-,FIN,122,126,7814,14990,309.650308,31,29,77725.99219,149153.6719,30,32,6.589297,6.376184,432.481673,428.452677,255,1920244806,4070958193,255,0.000788,0.000648,0.00014,64,119,0,0,11,0,1,1,1,1,0,0,0,4,9,0,Normal,0
110257,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.7,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
6938,0.001036,udp,dns,CON,2,2,146,178,2895.752973,31,29,563706.5625,687258.6875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,2,2,9,0,0,0,7,4,0,Normal,0
15476,0.004306,udp,-,CON,4,4,568,304,1625.638571,31,29,791453.75,423594.9688,0,0,1.142667,0.938333,1.608198,1.320641,0,0,0,0,0.0,0.0,0.0,142,76,0,0,3,0,4,1,1,2,0,0,0,2,10,0,Normal,0
11840,0.030643,tcp,-,FIN,48,52,2974,30610,3230.754239,31,29,760499.9375,7837875.0,7,18,0.645192,0.588667,43.601219,41.352418,255,1051902091,3197585710,255,0.000764,0.000615,0.000149,62,589,0,0,9,0,3,1,1,1,0,0,0,2,4,0,Normal,0
3588,0.018266,tcp,-,FIN,16,18,1540,1644,1806.635293,31,29,632431.875,680170.8125,4,4,1.196667,1.046235,72.655304,2.087692,255,2082472677,4232903332,255,0.000605,0.000478,0.000127,96,91,0,0,14,0,4,4,1,3,0,0,0,5,9,0,Normal,0
106961,7e-06,udp,-,INT,2,0,1672,0,142857.1409,254,0,955428544.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,836,0,0,0,7,2,3,3,1,7,0,0,0,4,7,0,Normal,0
17790,0.009959,tcp,ssh,FIN,32,24,3728,5474,5522.642745,31,29,2901496.0,4214077.5,7,7,0.321258,0.401609,24.96539,0.609305,255,3107631653,3107947763,255,0.000715,0.00059,0.000125,117,228,0,0,1,0,3,1,1,1,0,0,0,1,1,0,Normal,0
113289,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.68,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
17165,0.04382,tcp,-,FIN,84,86,4862,75600,3856.68634,31,29,877225.0,13641442.0,7,36,0.530573,0.521518,29.125462,29.196478,255,1592629526,1600107621,255,0.000675,0.000531,0.000144,58,879,0,0,4,0,1,1,1,3,0,0,0,2,5,0,Normal,0
19360,0.001033,udp,dns,CON,2,2,132,164,2904.162775,31,29,511132.6563,635043.5625,0,0,0.009,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,5,0,1,3,1,1,0,0,0,4,3,0,Normal,0
13007,1.008181,tcp,http,FIN,12,18,1580,10168,28.764677,31,29,11497.93555,76208.53906,3,5,91.618544,62.976749,9541.220312,7920.976293,255,2056413984,2057371965,255,0.000708,0.000548,0.00016,132,565,1,3924,2,0,3,1,1,2,0,0,1,1,5,0,Normal,0
