id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
18315,0.084116,tcp,-,FIN,60,62,3614,45696,1438.489757,31,29,338009.4375,4275905.0,7,24,1.42039,1.393867,83.572283,82.583067,255,2860283363,2883875224,255,0.000611,0.000481,0.00013,60,737,0,0,6,0,4,1,1,2,0,0,0,2,7,0,Normal,0
3250,0.000996,udp,dns,CON,2,2,132,164,3012.048141,31,29,530120.5,658634.5,0,0,0.009,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,2,1,1,5,0,0,0,11,2,0,Normal,0
8689,0.11707,tcp,-,FIN,70,70,4118,59460,1187.323855,31,29,277440.8438,4005193.5,7,28,1.692014,1.714412,0.0,3.25044,255,268539449,281972701,255,0.000612,0.000487,0.000125,59,849,0,0,10,0,7,1,1,2,0,0,0,5,10,0,Normal,0
86805,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.604,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
25417,0.001111,udp,dns,CON,2,2,146,178,2700.270121,31,29,525652.5625,640864.125,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,2,0,0,0,1,4,0,Normal,0
32606,0.027167,tcp,-,FIN,60,62,3614,50036,4453.933101,31,29,1046563.875,14496706.0,7,24,0.458879,0.436672,24.672025,23.971549,255,268019775,268300315,255,0.000634,0.00052,0.000114,60,807,0,0,10,0,4,1,1,1,0,0,0,6,7,0,Normal,0
19149,0.068094,tcp,-,FIN,48,50,2958,33044,1424.50142,31,29,340353.0313,3804623.0,7,18,1.442298,1.37998,93.678143,90.410883,255,353282371,2579163459,255,0.000593,0.000472,0.000121,62,661,0,0,2,0,1,1,1,1,0,0,0,3,3,0,Normal,0
10428,0.0286,tcp,smtp,FIN,52,42,37268,3380,3251.748269,31,29,10224336.0,923076.9375,18,8,0.56484,0.684146,33.737264,1.307421,255,934094918,935145233,255,0.000671,0.000546,0.000125,717,80,0,0,2,0,5,2,1,4,0,0,0,6,1,0,Normal,0
12064,0.00989,tcp,-,FIN,38,40,2438,19266,7785.641798,31,29,1920323.5,15195146.0,7,13,0.266,0.247474,15.071122,14.143517,255,4000967718,4024603249,255,0.000598,0.000482,0.000116,64,482,0,0,11,0,5,1,1,5,0,0,0,13,8,0,Normal,0
23365,2.2e-05,arp,-,CON,1,1,46,28,45454.5451,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,28,0,0,2,0,1,1,1,1,0,0,0,2,1,0,Normal,0
10820,0.001189,udp,dns,CON,2,2,146,178,2523.128736,31,29,491169.0625,598822.5625,0,0,0.001,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,2,1,1,2,0,0,0,1,1,0,Normal,0
31920,0.001052,udp,dns,CON,2,2,130,162,2851.711087,31,29,494296.5938,615969.625,0,0,0.009,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,4,1,1,5,0,0,0,2,2,0,Normal,0
11487,0.001071,udp,dns,CON,2,2,132,164,2801.120432,31,29,492997.1875,612511.6875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,1,1,1,1,0,0,0,6,3,0,Normal,0
13562,0.005713,tcp,-,FIN,22,24,1920,4312,7876.772326,31,29,2566777.5,5787502.0,6,6,0.26865,0.222913,16.165207,12.983163,255,2325234931,2325492319,255,0.000709,0.000583,0.000126,87,180,0,0,6,0,3,1,1,2,0,0,0,3,11,0,Normal,0
20296,0.031624,tcp,-,FIN,60,62,3614,50036,3826.20788,31,29,899064.0,12453579.0,7,24,0.530136,0.525254,35.345666,35.625983,255,3151314588,1006254295,255,0.000765,0.000625,0.00014,60,807,0,0,3,0,3,1,1,2,0,0,0,2,6,0,Normal,0
1079,2.500454,tcp,-,FIN,16,18,1540,1644,13.197604,31,29,4619.960938,4968.697754,4,4,166.673196,156.248625,11027.19011,359.61475,255,3626501025,3297027919,255,0.001378,0.000474,0.000904,96,91,0,0,8,0,11,7,1,5,0,0,0,9,9,0,Normal,0
87584,0.415218,tcp,http,FIN,10,8,830,1078,40.942349,62,252,14392.43945,18188.03711,2,2,46.135333,50.920715,2434.476046,84.104234,255,1002280239,1338548619,255,0.131646,0.049741,0.081905,83,135,1,136,6,1,1,1,1,6,0,0,1,1,6,0,Normal,0
46973,0.727341,tcp,-,CON,6,2,978,86,9.624097,62,252,8964.158203,472.955597,2,1,145.4682,0.003,7344.877392,0.0,255,949874135,157012526,255,0.311942,0.144762,0.16718,163,43,0,0,5,3,1,1,1,2,0,0,0,1,2,0,Normal,0
33841,0.052017,tcp,-,FIN,60,62,3598,48710,2326.16262,31,29,544283.625,7370667.5,7,24,0.875102,0.842705,55.416214,54.807884,255,1661713119,1662011289,255,0.000742,0.000602,0.00014,60,786,0,0,3,0,4,1,1,1,0,0,0,3,3,0,Normal,0
3969,0.294701,tcp,-,FIN,16,18,1540,1644,111.977899,31,29,39199.05078,42157.98438,4,4,19.626199,17.304295,1272.974702,34.073309,255,157307206,204387268,255,0.000632,0.000519,0.000113,96,91,0,0,17,0,10,6,1,9,0,0,0,9,9,0,Normal,0
20442,0.120616,tcp,-,FIN,84,86,4862,75600,1401.140852,31,29,318697.375,4955959.5,7,36,1.46711,1.44712,83.699716,82.974131,255,987857981,993163682,255,0.000643,0.0005,0.000143,58,879,0,0,2,0,2,1,1,1,0,0,0,3,2,0,Normal,0
111032,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.752,0.0,15.49203,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
29954,0.141964,tcp,-,FIN,22,24,2054,2478,316.981762,31,29,110506.8828,133836.75,6,6,6.744,6.148522,535.798468,510.506664,255,2699529213,2699830782,255,0.000657,0.000539,0.000118,93,103,0,0,6,0,2,1,1,1,0,0,0,2,5,0,Normal,0
29562,0.004671,udp,-,CON,4,4,568,320,1498.608453,31,29,729608.25,411046.875,0,0,1.200667,1.07,1.689516,1.503309,0,0,0,0,0.0,0.0,0.0,142,80,0,0,11,0,8,1,1,3,0,0,0,6,9,0,Normal,0
14194,0.012155,udp,-,CON,4,4,568,304,575.894688,31,29,280378.4375,150061.7031,0,0,1.170333,3.601667,1.648031,5.089283,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,8,1,1,3,0,0,0,3,7,0,Normal,0
44532,0.379162,tcp,-,FIN,10,6,542,268,39.560925,254,252,10296.38965,4726.211914,2,1,42.129111,60.639602,2070.529221,88.450719,255,1038263945,694183520,255,0.127489,0.075075,0.052414,54,45,0,0,9,1,1,1,1,9,0,0,0,1,9,0,Normal,0
37565,0.029312,tcp,smtp,FIN,52,42,37492,3380,3172.762044,31,29,10035753.0,900655.0625,18,8,0.603604,0.701512,37.225988,1.603325,255,3521625125,1373089336,255,0.000683,0.000546,0.000137,721,80,0,0,1,0,2,1,1,3,0,0,0,6,1,0,Normal,0
47158,5e-06,udp,-,INT,2,0,104,0,200000.0051,254,0,83200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,17,2,11,11,1,17,0,0,0,11,17,0,Normal,0
42313,1e-05,udp,-,INT,2,0,1064,0,100000.0025,254,0,425600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,29,2,10,10,1,29,0,0,0,10,29,0,Normal,0
30143,0.001048,udp,dns,CON,2,2,146,178,2862.595564,31,29,557251.9375,679389.375,0,0,0.009,0.01,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,1,0,0,0,2,1,0,Normal,0
38626,0.998809,tcp,ssh,FIN,230,238,24344,29556,467.55687,31,29,194143.2344,235736.7656,54,67,4.419509,4.229259,351.380519,344.944129,255,531648881,531952780,255,0.000694,0.000568,0.000126,106,124,0,0,1,0,1,1,1,2,0,0,0,6,1,0,Normal,0
43250,0.574574,tcp,-,FIN,10,6,754,268,26.106298,254,252,9453.960938,3118.83252,2,1,59.829444,93.791398,3006.090746,135.951516,255,1564224692,3876698215,255,0.17605,0.105614,0.070436,75,45,0,0,7,1,1,1,1,2,0,0,0,2,2,0,Normal,0
18005,0.005653,tcp,-,FIN,22,24,1920,4312,7960.375063,31,29,2594021.0,5848930.0,6,6,0.25319,0.223217,15.868801,12.733959,255,383085610,2532893642,255,0.000639,0.000516,0.000123,87,180,0,0,5,0,1,1,1,1,0,0,0,1,4,0,Normal,0
8535,0.042803,tcp,-,FIN,38,40,2438,19266,1798.939299,31,29,443707.2188,3510968.75,7,13,1.148514,1.084308,0.0,68.465576,255,2885610067,773527677,255,0.000646,0.000512,0.000134,64,482,0,0,6,0,1,1,1,2,0,0,0,3,6,0,Normal,0
65604,43.180489,tcp,-,FIN,30,24,1778,1320,1.227406,254,252,318.477173,234.365112,11,14,3721.03663,4652.3595,460857.8915,15634.129,255,975732889,2825958166,255,0.043681,0.032631,0.01105,59,55,0,0,6,1,3,3,3,6,0,0,0,3,6,0,Normal,0
