id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
43209,0.546649,tcp,-,FIN,10,6,534,268,27.439912,254,252,7039.251953,3278.154785,2,1,57.209333,91.314797,2956.726891,144.364688,255,632367379,1050686213,255,0.14275,0.090067,0.052683,53,45,0,0,4,1,3,2,1,3,0,0,0,2,3,0,Normal,0
36149,0.980793,tcp,ssh,FIN,230,232,24344,29244,470.027825,31,29,197709.4063,237505.7813,54,67,4.398175,4.317432,353.294719,352.300092,255,113838027,2263746350,255,0.000751,0.00061,0.000141,106,126,0,0,1,0,3,1,1,1,0,0,0,3,1,0,Normal,0
5378,0.039904,tcp,-,FIN,90,92,5174,83812,4535.886311,31,29,1025862.125,16620089.0,7,39,0.444809,0.436811,23.447429,23.266158,255,2840882947,2841193155,255,0.000707,0.000582,0.000125,57,911,0,0,6,0,2,1,1,2,0,0,0,2,5,0,Normal,0
4033,0.054633,tcp,-,FIN,64,66,3806,51808,2361.210301,31,29,548679.375,7471528.5,7,26,0.862286,0.832154,67.973999,65.282103,255,240136398,2390019264,255,0.000662,0.000542,0.00012,59,785,0,0,12,0,4,1,1,1,0,0,0,3,4,0,Normal,0
92887,8e-06,tcp,-,REQ,2,0,90,0,125000.0003,254,0,45000000.0,0.0,1,0,0.008,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,11,6,4,1,1,9,0,0,0,5,9,0,Normal,0
41483,0.600774,tcp,-,FIN,10,6,534,268,24.967792,254,252,6405.070801,2982.818848,2,1,58.681778,85.946797,3443.981149,119.6325,255,2618386679,814752347,255,0.279364,0.171031,0.108333,53,45,0,0,3,1,1,1,1,3,0,0,0,1,6,0,Normal,0
41639,0.576907,tcp,-,FIN,10,6,534,268,26.000725,254,252,6670.052734,3106.219971,2,1,60.100111,94.79,3149.856344,146.723016,255,2515775518,3276740958,255,0.203806,0.102952,0.100854,53,45,0,0,3,1,1,1,1,2,0,0,0,2,2,0,Normal,0
6092,7e-06,udp,-,INT,2,0,2728,0,142857.1409,254,0,1558857088.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1364,0,0,0,8,2,1,1,1,7,0,0,0,2,7,0,Normal,0
11690,0.001157,udp,dns,CON,2,2,130,162,2592.91279,31,29,449438.2188,560069.1875,0,0,0.008,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,1,1,4,0,0,0,4,2,0,Normal,0
109771,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.672,0.0,15.492021,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,2,2,2,2,2,2,0,0,0,2,2,1,Normal,0
