id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
92307,0.736856,tcp,-,FIN,10,6,2516,268,20.356759,254,252,24590.96484,2431.954102,2,1,79.212444,133.99,4109.56604,216.017484,255,1630727967,4025254166,255,0.162631,0.066897,0.095734,252,45,0,0,1,1,1,1,1,1,0,0,0,2,1,0,Normal,0
26984,0.590084,tcp,-,FIN,10,6,1612,268,25.420109,254,252,19671.77539,3036.855713,2,1,65.428444,87.244203,3446.223765,132.755188,255,966058024,227439262,255,0.251882,0.153854,0.098028,161,45,0,0,6,1,1,1,1,5,0,0,0,1,5,0,Normal,0
101455,0.713624,tcp,-,CON,6,2,986,86,9.809087,62,252,9214.936523,482.04657,2,1,142.7248,0.007,7746.987268,0.0,255,36378330,93178339,255,0.507734,0.247353,0.260381,164,43,0,0,6,3,1,1,1,5,0,0,0,1,5,0,Normal,0
64878,0.91978,tcp,-,FIN,10,8,534,354,18.48268,254,252,4183.608887,2696.296875,2,1,102.089778,115.304711,5532.416302,183.261359,255,3925902022,387915509,255,0.183661,0.112638,0.071023,53,44,0,0,4,1,1,1,1,4,0,0,0,1,4,0,Normal,0
9011,0.004831,udp,-,CON,4,4,568,312,1448.975298,31,29,705444.0,387497.4063,0,0,1.261,1.086667,1.775547,1.529708,0,0,0,0,0.0,0.0,0.0,142,78,0,0,5,0,4,1,1,3,0,0,0,6,7,0,Normal,0
40130,0.468356,udp,-,CON,4,4,568,320,14.945895,31,29,7276.516113,4099.445801,0,0,135.007,96.685336,190.916,136.727344,0,0,0,0,0.0,0.0,0.0,142,80,0,0,11,0,3,1,1,5,0,0,0,3,6,0,Normal,0
101089,0.219623,tcp,-,CON,6,2,986,86,31.8728,62,252,29942.21875,1566.320435,2,1,43.9246,0.007,2857.645336,0.0,255,3703374337,1227989903,255,0.201249,0.144208,0.057041,164,43,0,0,6,3,2,2,1,6,0,0,0,2,6,0,Normal,0
106871,0.750868,tcp,ftp,FIN,12,12,632,682,30.631215,254,252,6179.514648,6669.614258,3,4,68.260727,62.550637,3462.559173,80.999367,255,1205424996,3810498114,255,0.112736,0.062139,0.050597,53,57,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
6369,0.001062,udp,dns,CON,2,2,146,178,2824.858614,31,29,549905.8125,670433.125,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,3,2,1,4,0,0,0,5,3,0,Normal,0
43636,0.523146,tcp,-,FIN,10,6,942,268,28.672686,254,252,12967.7002,3425.430176,2,1,54.631889,88.000797,2710.876368,125.170211,255,2101654952,2401794620,255,0.134011,0.083134,0.050877,94,45,0,0,6,1,1,1,1,6,0,0,0,2,7,0,Normal,0
46656,1.428904,tcp,-,CON,6,2,978,86,4.898859,62,252,4562.9375,240.743942,2,1,285.7808,0.008,15481.62221,0.0,255,2033651800,3010539314,255,1.012739,0.310497,0.702242,163,43,0,0,3,3,1,1,1,2,0,0,0,1,2,0,Normal,0
850,1.774723,tcp,-,FIN,30,42,2302,34406,40.006242,31,29,10034.24121,151401.6563,5,15,65.716926,45.475437,3991.468237,3487.539549,255,2614819564,1292849974,255,0.001352,0.001175,0.000177,77,819,0,0,16,0,9,15,1,9,0,0,0,16,12,0,Normal,0
38136,0.056134,tcp,-,FIN,68,66,4030,57370,2369.330513,31,29,565931.5,8052303.5,7,27,0.831119,0.844877,52.13478,1.433345,255,2664519815,537377576,255,0.001364,0.001213,0.000151,59,869,0,0,8,0,2,1,1,2,0,0,0,3,5,0,Normal,0
46636,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.712,0.0,10.954517,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
45380,8.969626,tcp,-,REQ,4,0,180,0,0.334462,254,0,120.406349,0.0,3,0,2989.87525,0.0,4228.3095,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,11,1,1,11,0,0,0,11,11,0,Normal,0
32553,0.001723,udp,-,CON,4,4,544,304,4062.681453,31,29,1894370.375,1058618.75,0,0,0.453333,0.207667,0.634747,0.288032,0,0,0,0,0.0,0.0,0.0,136,76,0,0,7,0,6,1,1,3,0,0,0,6,5,0,Normal,0
44692,4e-06,udp,-,INT,2,0,1152,0,250000.0006,254,0,1152000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,576,0,0,0,5,2,4,4,1,5,0,0,0,22,5,0,Normal,0
31821,0.035847,tcp,-,FIN,60,64,3598,48814,3431.249403,31,29,789801.0625,10723798.0,7,24,0.602322,0.560587,35.864792,33.714136,255,3789028341,1643930725,255,0.000648,0.00052,0.000128,60,763,0,0,14,0,3,1,1,2,0,0,0,4,9,0,Normal,0
42424,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.664,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
36672,0.001016,udp,dns,CON,2,2,130,162,2952.755752,31,29,511811.0,637795.25,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,1,0,3,1,1,3,0,0,0,2,1,0,Normal,0
43739,0.780847,tcp,-,FIN,10,6,860,268,19.209909,254,252,7929.850586,2294.943848,2,1,94.018376,138.344594,4955.679186,222.981078,255,1268981694,3606001889,255,0.163689,0.089116,0.074573,86,45,0,0,5,1,1,1,1,4,0,0,0,1,5,0,Normal,0
4780,0.035015,tcp,-,FIN,30,42,2302,34406,2027.702519,31,29,508582.0625,7673740.0,5,15,1.238857,0.842732,68.634745,59.595949,255,2859395909,2862762532,255,0.000579,0.00046,0.000119,77,819,0,0,21,0,6,4,1,6,0,0,0,6,8,0,Normal,0
39799,0.001013,udp,dns,CON,2,2,146,178,2961.500406,31,29,576505.4375,702862.75,0,0,0.008,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,3,1,1,0,0,0,6,3,0,Normal,0
