id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
15459,0.028182,tcp,-,FIN,68,70,4014,59460,4861.258973,31,29,1122702.375,16637854.0,7,28,0.415164,0.406735,22.001813,21.625387,255,2528576831,2534336918,255,0.000648,0.000521,0.000127,59,849,0,0,5,0,2,1,1,5,0,0,0,4,6,0,Normal,0
18350,0.026938,tcp,-,FIN,64,66,3806,54798,4788.774099,31,29,1112777.5,16027322.0,7,26,0.422571,0.411609,22.023795,21.886155,255,1367723884,3517608081,255,0.000724,0.000587,0.000137,59,830,0,0,8,0,3,1,1,3,0,0,0,2,5,0,Normal,0
11789,0.031387,tcp,-,FIN,122,126,7816,15092,7869.499792,31,29,1975849.75,3816357.0,30,32,0.282218,0.246784,16.842987,14.203583,255,3638774280,1490242986,255,0.000673,0.000534,0.000139,64,120,0,0,4,0,2,1,1,1,0,0,0,2,7,0,Normal,0
4832,0.003871,tcp,-,FIN,12,12,1064,2260,5941.617297,31,29,2017049.875,4282098.0,4,4,0.392111,0.301818,0.405739,0.366592,255,2815850076,670753943,255,0.000666,0.000551,0.000115,89,188,0,0,11,0,3,1,1,5,0,0,0,3,3,0,Normal,0
42193,6e-06,udp,-,INT,2,0,1064,0,166666.6608,254,0,709333312.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,22,2,4,4,1,22,0,0,0,4,22,0,Normal,0
40064,0.001228,udp,dns,CON,2,2,146,178,2442.996668,31,29,475570.0313,579804.5625,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,2,3,1,1,0,0,0,11,2,0,Normal,0
4575,0.003864,tcp,-,FIN,12,12,1064,2260,5952.38082,31,29,2020703.875,4289855.0,4,4,0.320636,0.301,16.211326,0.368254,255,2267528540,118194728,255,0.000694,0.00055,0.000144,89,188,0,0,1,0,3,1,1,1,0,0,0,5,5,0,Normal,0
37861,0.001047,udp,dns,CON,2,2,146,178,2865.329359,31,29,557784.125,680038.1875,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,1,3,0,Normal,0
21182,0.923443,tcp,-,FIN,230,438,13246,548216,722.296867,31,29,114259.3516,4738484.0,21,197,4.066634,2.116924,1183.120141,853.358502,255,3443970264,1302912259,255,0.000574,0.000461,0.000113,58,1252,0,0,8,0,6,2,1,7,0,0,0,4,11,0,Normal,0
11071,0.006103,udp,-,CON,4,4,568,320,1146.976871,31,29,558413.875,314599.375,0,0,1.659,1.519,2.338402,2.140413,0,0,0,0,0.0,0.0,0.0,142,80,0,0,3,0,5,1,1,4,0,0,0,4,6,0,Normal,0
1713,0.001087,udp,dns,CON,2,2,130,162,2759.889575,31,29,478380.875,596136.125,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,2,1,1,2,0,0,0,2,3,0,Normal,0
3665,0.001029,udp,dns,CON,2,2,146,178,2915.451794,31,29,567541.3125,691933.875,0,0,0.009,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,4,2,1,2,0,0,0,5,2,0,Normal,0
19955,0.004705,tcp,-,FIN,18,18,3936,2456,7438.894472,31,29,6321785.0,3944739.5,7,7,0.258647,0.247588,12.886296,0.331907,255,608383154,611777202,255,0.000626,0.000494,0.000132,219,136,0,0,6,0,3,1,1,5,0,0,0,3,8,0,Normal,0
10451,0.022464,udp,-,CON,4,4,528,304,311.609691,31,29,141025.6406,81196.58594,0,0,2.441667,7.130667,3.442432,10.072972,0,0,0,0,0.0,0.0,0.0,132,76,0,0,7,0,4,1,1,3,0,0,0,4,6,0,Normal,0
65590,0.952281,tcp,-,FIN,16,10,1252,556,26.252755,254,252,9862.634766,4208.841797,5,3,61.599935,89.933664,3124.387245,122.249922,255,3955307487,1565045480,255,0.175819,0.142868,0.032951,78,56,0,0,7,1,1,1,1,5,0,0,0,1,5,0,Normal,0
26747,30.979118,arp,-,CON,4,4,184,112,0.225959,0,0,35.636909,21.692032,0,0,15490.186,15490.187,15490.169,15490.179,0,0,0,0,0.0,0.0,0.0,46,28,0,0,1,0,1,1,1,1,0,0,0,1,1,0,Normal,0
84906,0.667508,tcp,-,FIN,10,6,546,268,22.471641,254,252,5896.558594,2684.612061,2,1,74.167556,118.598398,3868.634648,207.788016,255,3830354107,2427186598,255,0.161072,0.073883,0.087189,55,45,0,0,13,1,1,1,1,5,0,0,0,1,5,0,Normal,0
14595,0.054493,tcp,-,FIN,68,70,4014,59460,2514.08443,31,29,580625.0625,8604555.0,7,28,0.808657,0.781841,48.445404,47.622696,255,726480127,751981049,255,0.000685,0.000542,0.000143,59,849,0,0,4,0,2,1,1,2,0,0,0,2,5,0,Normal,0
31990,0.001755,udp,-,CON,4,4,528,304,3988.604044,31,29,1805128.25,1039316.25,0,0,0.463,0.212,0.64771,0.293455,0,0,0,0,0.0,0.0,0.0,132,76,0,0,8,0,5,1,1,4,0,0,0,6,13,0,Normal,0
33450,1.009951,tcp,http,FIN,14,18,1684,10168,30.694559,31,29,12388.71973,76074.97656,3,5,77.660002,59.381765,8766.474318,7675.427402,255,4262071109,4263061402,255,0.000567,0.000457,0.00011,120,565,1,3924,2,0,4,2,1,3,0,0,1,3,3,0,Normal,0
14294,3.89736,tcp,-,FIN,238,438,13662,548216,173.194158,31,29,27926.5957,1122739.5,21,197,16.443211,8.917407,5386.942303,3972.317473,255,684885399,691355766,255,0.000563,0.000448,0.000115,57,1252,0,0,14,0,2,1,1,5,0,0,0,3,12,0,Normal,0
6687,1.159805,tcp,http,FIN,14,18,1684,10168,26.72863,31,29,10788.01953,66245.61719,3,5,89.188849,68.190765,8836.236392,7736.32617,255,110597979,2266574015,255,0.000699,0.00056,0.000139,120,565,1,3924,3,0,5,3,2,4,0,0,4,4,5,0,Normal,0
18051,0.77686,tcp,-,FIN,122,126,7814,14990,317.946606,31,29,79808.46094,153149.8594,30,32,6.52532,6.210488,434.209074,426.964578,255,1223087217,3369526280,255,0.000709,0.000545,0.000164,64,119,0,0,12,0,2,1,1,3,0,0,0,7,5,0,Normal,0
33316,0.038919,tcp,-,FIN,52,54,3182,39076,2697.91092,31,29,641537.5,7883655.5,7,20,0.756804,0.738404,43.77933,44.331271,255,3611034284,1461729906,255,0.000925,0.000513,0.000412,61,724,0,0,11,0,4,1,1,3,0,0,0,4,4,0,Normal,0
6900,0.001036,udp,dns,CON,2,2,146,178,2895.752973,31,29,563706.5625,687258.6875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,2,2,9,0,0,0,7,4,0,Normal,0
11188,0.004676,tcp,-,FIN,22,14,1470,1728,7485.029596,31,29,2402053.0,2745936.5,5,4,0.2338,0.311615,13.248771,0.419464,255,2528966597,379655510,255,0.000921,0.000498,0.000423,67,123,0,0,11,0,6,2,1,4,0,0,0,6,7,0,Normal,0
44661,0.193502,tcp,-,FIN,10,6,534,268,77.518581,254,252,19886.09961,9260.886719,2,1,19.869556,30.438199,1030.610824,46.504289,255,4232109637,1855820798,255,0.066179,0.041309,0.02487,53,45,0,0,10,1,3,3,1,10,0,0,0,3,10,0,Normal,0
44975,1.298315,tcp,http,FIN,12,8,926,1314,14.634352,62,252,5231.395996,7086.107422,2,2,118.028638,177.595281,7643.096863,305.417969,255,3660844444,1650453024,255,0.100741,0.054453,0.046288,77,164,0,0,2,1,1,1,1,1,0,0,0,27,1,0,Normal,0
27898,0.034641,tcp,-,FIN,122,126,7818,15180,7130.278866,31,29,1790710.375,3477959.5,30,32,0.295776,0.272752,18.20489,15.121183,255,172665113,173668517,255,0.000683,0.000543,0.00014,64,120,0,0,7,0,3,1,1,3,0,0,0,4,7,0,Normal,0
1519,0.023391,tcp,-,FIN,16,18,1540,1644,1410.798969,31,29,493865.1563,531144.4375,4,4,1.538467,1.348647,103.270109,2.505099,255,462073021,467840784,255,0.000584,0.00046,0.000124,96,91,0,0,11,0,8,6,1,6,0,0,0,10,11,0,Normal,0
