id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
42439,0.289061,tcp,-,FIN,10,6,1612,268,51.892159,254,252,40157.61328,6199.383301,2,1,30.711556,50.250398,1498.363544,71.177664,255,1079621470,1677317083,255,0.093615,0.037806,0.055809,161,45,0,0,11,1,2,2,1,10,0,0,0,3,10,0,Normal,0
178,0.021643,tcp,-,FIN,16,18,1540,1644,1524.74243,31,29,533752.25,574042.4375,4,4,1.420067,1.245118,85.932859,2.453166,255,2319972370,178525900,255,0.000549,0.000473,7.6e-05,96,91,0,0,6,0,12,6,1,7,0,0,0,13,10,0,Normal,0
44563,0.569196,tcp,-,FIN,10,8,558,354,29.86669,254,252,7069.621094,4357.022949,2,1,63.244,70.704711,3993.598524,113.982484,255,3691020322,3617445815,255,0.109988,0.0729,0.037088,56,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
84857,0.501784,tcp,-,FIN,10,6,486,268,29.893339,254,252,6983.083984,3571.257568,2,1,51.676667,85.082602,2778.864208,135.764219,255,2839209290,1903493778,255,0.136393,0.076362,0.060031,49,45,0,0,5,1,2,1,1,5,0,0,0,1,5,0,Normal,0
29331,0.099021,tcp,-,FIN,72,74,4238,63516,1464.335809,31,29,337706.125,5062199.0,7,30,1.4102,1.348452,80.693495,78.932421,255,390602611,390910389,255,0.000702,0.000575,0.000127,59,858,0,0,8,0,1,1,1,3,0,0,0,3,6,0,Normal,0
42673,0.697334,tcp,-,FIN,10,8,560,354,24.378562,254,252,5782.021484,3556.4021,2,1,72.736889,91.013,4562.219998,156.988234,255,3281194956,45757419,255,0.140036,0.060242,0.079794,56,44,0,0,7,1,2,2,1,7,0,0,0,2,7,0,Normal,0
16787,1.106992,tcp,http,FIN,14,18,1684,10168,28.003816,31,29,11302.70117,69406.10156,3,5,85.128,65.089235,8811.635589,7714.986166,255,4197177508,2048555417,255,0.000588,0.000472,0.000116,120,565,1,3924,1,0,4,1,1,1,0,0,1,3,2,0,Normal,0
1412,17.574184,tcp,-,FIN,78,82,4550,72914,9.047362,31,29,2044.817505,32786.72656,7,33,231.234717,216.956747,45300.01765,44176.9426,255,2189062777,2189415115,255,0.000809,0.000673,0.000136,58,889,0,0,3,0,2,1,1,1,0,0,0,3,7,0,Normal,0
25911,0.038479,tcp,smtp,FIN,52,42,37210,3380,2416.902705,31,29,7587515.0,686088.5,18,8,0.76266,0.926073,46.491003,1.990658,255,1067113463,3213462673,255,0.000636,0.000503,0.000133,716,80,0,0,1,0,2,1,1,2,0,0,0,6,2,0,Normal,0
72049,0.627881,tcp,-,FIN,10,6,672,268,23.889878,254,252,7708.467285,2854.043945,2,1,65.952111,108.332398,3437.473148,167.116656,255,4026436823,3340437709,255,0.160947,0.086218,0.074729,67,45,0,0,15,1,4,2,1,15,0,0,0,4,15,0,Normal,0
5981,1.109815,tcp,http,FIN,14,18,1684,10168,27.932583,31,29,11273.95117,69229.55469,3,5,85.344998,65.250882,8814.329726,7718.461171,255,4185919581,4187009721,255,0.000671,0.000542,0.000129,120,565,1,3924,1,0,4,1,1,2,0,0,1,1,1,0,Normal,0
47326,0.653093,tcp,-,FIN,10,8,534,354,26.029984,254,252,5891.963379,3797.31543,2,1,72.468111,83.945,4603.889049,131.755016,255,2637144273,833461200,255,0.135362,0.065469,0.069893,53,44,0,0,9,1,2,2,1,6,0,0,0,3,6,0,Normal,0
40971,0.85336,tcp,-,FIN,16,10,918,556,29.29596,254,252,8071.622559,4696.728027,5,3,54.868867,89.977555,3179.036144,142.901,255,2497982864,1474098872,255,0.097407,0.043554,0.053853,57,56,0,0,7,1,1,1,1,5,0,0,0,1,5,0,Normal,0
23060,0.037796,tcp,smtp,FIN,54,42,37938,3380,2513.493614,31,29,7881469.5,698486.625,19,8,0.706132,0.908317,40.40381,1.958528,255,574198105,2724842536,255,0.000677,0.000551,0.000126,703,80,0,0,1,0,7,1,1,4,0,0,0,7,1,0,Normal,0
33251,2.509063,tcp,-,FIN,50,52,3848,19084,40.254071,31,29,12026.80078,59678.05469,11,15,52.264939,49.185273,3471.309795,3364.87977,255,196681546,2342381349,255,0.000744,0.000605,0.000139,77,367,0,0,5,0,2,1,1,2,0,0,0,2,3,0,Normal,0
