id,dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,attack_cat,label
39241,0.098862,tcp,-,FIN,60,62,3598,48918,1223.928306,31,29,286379.0,3894641.0,7,24,1.670271,1.611672,88.530251,87.538126,255,929986217,3127944277,255,0.000764,0.000547,0.000217,60,789,0,0,4,0,1,1,1,1,0,0,0,2,3,0,Normal,0
24489,0.524429,tcp,-,FIN,10,6,546,268,28.602536,254,252,7505.305664,3417.049561,2,1,53.704333,94.651,2862.941321,136.330453,255,2160854264,3743138975,255,0.090941,0.051166,0.039775,55,45,0,0,6,1,1,1,1,6,0,0,0,2,6,0,Normal,0
4796,0.00112,udp,dns,CON,2,2,146,178,2678.571357,31,29,521428.5625,635714.25,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,1,1,1,2,0,0,0,5,4,0,Normal,0
100182,0.776015,tcp,-,FIN,14,10,774,556,29.638603,254,252,7412.228027,5164.848633,4,3,58.63377,78.856,2937.791174,97.410945,255,2257560607,3766592756,255,0.104618,0.066305,0.038313,55,56,0,0,3,1,1,1,1,3,0,0,0,1,3,0,Normal,0
42033,2.366767,tcp,-,FIN,14,14,796,764,11.407967,254,252,2501.30249,2399.898438,4,4,182.059005,174.334844,13910.07003,373.075063,255,859439333,349996270,255,0.172372,0.07558,0.096792,57,55,0,0,3,1,2,1,1,4,0,0,0,1,4,0,Normal,0
20267,0.034095,tcp,-,FIN,122,126,7818,15800,7244.463897,31,29,1819387.0,3677958.5,30,32,0.296123,0.268616,19.934868,16.367984,255,2551317818,2556489629,255,0.000624,0.000513,0.000111,64,125,0,0,6,0,4,1,1,1,0,0,0,5,7,0,Normal,0
41619,4e-06,udp,-,INT,2,0,1516,0,250000.0006,254,0,1516000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,758,0,0,0,3,2,2,2,1,3,0,0,0,2,3,0,Normal,0
6208,0.610341,tcp,-,FIN,10,6,486,268,24.576425,254,252,5741.052734,2936.063477,2,1,65.062,98.494203,3545.909181,160.039844,255,3030550264,996218903,255,0.25165,0.117866,0.133784,49,45,0,0,5,1,1,1,1,5,0,0,0,2,4,0,Normal,0
10599,0.039973,tcp,-,FIN,90,92,5174,83812,4528.056642,31,29,1024091.313,16591400.0,7,39,0.445584,0.442135,23.527275,23.309362,255,3511994458,1366918797,255,0.000747,0.000613,0.000134,57,911,0,0,9,0,3,1,1,2,0,0,0,4,7,0,Normal,0
909,1.037684,tcp,-,FIN,16,18,1540,1644,31.80159,31,29,11132.4834,11972.81641,4,4,69.156068,64.659125,4846.653093,160.121094,255,3291526923,1331042964,255,0.004008,0.003137,0.000871,96,91,0,0,10,0,15,8,1,6,0,0,0,8,16,0,Normal,0
1471,0.013994,tcp,-,FIN,16,18,1540,1644,2358.153508,31,29,825496.625,887809.0625,4,4,0.912333,0.796588,65.481934,1.492987,255,3365004187,1225695713,255,0.000564,0.000448,0.000116,96,91,0,0,7,0,7,6,1,6,0,0,0,8,7,0,Normal,0
98560,0.40053,tcp,http,FIN,10,8,810,1198,42.443761,62,252,14560.70703,20952.23828,2,2,44.503333,50.933145,2310.835226,64.935922,255,1877411121,3434133924,255,0.07238,0.043383,0.028997,81,150,1,196,3,1,2,2,1,3,0,0,1,2,3,0,Normal,0
9478,0.005031,tcp,-,FIN,18,18,3736,2456,6956.867572,31,29,5611608.0,3689127.5,7,7,0.275824,0.264059,13.810626,0.375591,255,237561331,240792094,255,0.000862,0.000535,0.000327,208,136,0,0,8,0,2,1,1,3,0,0,0,3,10,0,Normal,0
4011,0.283914,tcp,-,FIN,16,18,1540,1644,116.23238,31,29,40688.37891,43759.73047,4,4,18.901734,16.668176,1103.346734,32.950387,255,4214365901,2108922785,255,0.000672,0.000546,0.000126,96,91,0,0,15,0,9,12,1,9,0,0,0,17,11,0,Normal,0
29585,0.001054,udp,dns,CON,2,2,146,178,2846.299829,31,29,554079.6875,675521.8125,0,0,0.006,0.002,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,1,1,1,0,0,0,2,1,0,Normal,0
110550,0.0,arp,-,INT,1,0,46,0,0.0,0,0,0.0,0.0,0,0,60000.796,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,46,0,0,0,1,2,1,1,1,1,0,0,0,1,1,1,Normal,0
23454,0.000952,udp,dns,CON,2,2,146,178,3151.260593,31,29,613445.375,747899.1875,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,2,0,0,0,1,2,0,Normal,0
17326,0.047765,tcp,-,FIN,84,86,4862,75600,3538.155431,31,29,804773.3125,12514770.0,7,36,0.578634,0.555859,33.06079,31.807332,255,4234725713,4237404499,255,0.000647,0.000515,0.000132,58,879,0,0,6,0,4,1,1,3,0,0,0,4,9,0,Normal,0
260,0.005417,udp,-,CON,4,4,568,304,1292.228162,31,29,629130.5,336717.75,0,0,1.463333,1.277667,2.060982,1.796287,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,3,1,1,3,0,0,0,3,4,0,Normal,0
18568,0.001019,udp,dns,CON,2,2,130,162,2944.062924,31,29,510304.25,635917.5625,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,4,3,2,2,0,0,0,6,3,0,Normal,0
71958,5e-06,udp,-,INT,2,0,78,0,200000.0051,254,0,62400000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,16,2,5,3,1,14,0,0,0,5,14,0,Normal,0
8880,0.039931,tcp,-,FIN,90,92,5174,83812,4532.819195,31,29,1025168.438,16608851.0,7,39,0.45008,0.432055,23.3501,23.022726,255,1228534932,3374238995,255,0.000737,0.000605,0.000132,57,911,0,0,9,0,1,1,1,4,0,0,0,4,7,0,Normal,0
45175,0.589355,tcp,-,FIN,10,6,2516,268,25.451553,254,252,30745.47656,3040.612305,2,1,57.303,103.362602,2940.200486,133.558516,255,326080418,771380367,255,0.144305,0.07254,0.071765,252,45,0,0,6,1,2,2,2,3,0,0,0,3,3,0,Normal,0
1822,0.003889,tcp,http,FIN,8,10,1052,824,4371.303628,31,29,1894574.375,1526356.375,2,2,0.506,0.373,32.230127,0.66468,255,3261715521,1113201642,255,0.00066,0.000526,0.000134,132,82,1,83,2,0,4,1,1,4,0,0,1,8,3,0,Normal,0
37749,0.035885,tcp,-,FIN,68,68,4030,57474,3762.017688,31,29,885272.4375,12624551.0,7,27,0.53094,0.518612,29.748428,0.821625,255,4194140890,2058590161,255,0.001267,0.001135,0.000132,59,845,0,0,12,0,2,1,1,1,0,0,0,6,4,0,Normal,0
38291,0.37312,tcp,-,FIN,28,30,4840,3080,152.765862,31,29,100085.7578,63850.76953,7,7,13.806704,12.849414,791.98537,20.204539,255,4231692167,2086251137,255,0.000616,0.000483,0.000133,173,103,0,0,10,0,3,1,1,5,0,0,0,5,4,0,Normal,0
9404,0.037768,tcp,-,FIN,28,42,2198,34406,1826.943499,31,29,449057.4063,7114383.0,5,15,1.387,0.908073,77.221725,61.607153,255,1545049694,1549111242,255,0.00066,0.000534,0.000126,79,819,0,0,14,0,6,12,1,6,0,0,0,16,11,0,Normal,0
30187,0.001018,udp,dns,CON,2,2,146,178,2946.954953,31,29,573673.875,699410.625,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,6,0,3,2,1,6,0,0,0,4,3,0,Normal,0
